,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
1271,"364,0",Yes,0,28,1995,Single,4,Life Sciences,travel_rarely,3.22,False,,5,2,"5,0",0,0,0,,,,1,laboratory technician,,"3,0",79.0,529.0,14935,,11,,0,3,1,3,3,"1,0"
1272,,No,0,29,1994,Married,3,Medical,travel_rarely,3.22,True,,2,2,"10,0",0,0,0,,,,2,sales executive,No,"3,0",78.0,1210.0,3687,6644.0,19,6644.0,2,2,1,2,2,
1273,"367,0",No,0,31,1992,,3,Medical,travel_rarely,37.01,True,,2,0,"10,0",9,7,8,,research & development,healthcare representative  -  research & development,2,healthcare representative,No,,64.0,1463.0,14408,,21,,1,2,2,4,2,"3,0"
1274,,No,1,38,1985,,2,Medical,travel_rarely,11.27,0,,3,1,"8,0",8,7,7,,,,2,sales executive,Yes,"4,0",44.0,322.0,19191,5605.0,24,5605.0,1,4,1,1,3,"3,0"
1275,"392,0",Yes,0,44,1979,,3,Life Sciences,travel_frequently,19.31,Yes,,0,3,"19,0",1,0,0,,,,1,laboratory technician,Yes,"4,0",43.0,920.0,19920,3161.0,22,3161.0,1,3,12,3,4,"1,0"
1276,"397,0",No,0,36,1987,Single,3,Technical Degree,,4.83,Yes,,2,4,"10,0",8,7,7,,,,2,research scientist,,"3,0",30.0,506.0,26285,,12,,0,3,3,2,4,"3,0"
1277,,Yes,0,18,2005,Single,3,,,4.83,1,,2,1,"0,0",0,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",54.0,,25233,1420.0,13,1420.0,0,3,3,3,3,"3,0"
1278,"407,0",No,0,36,1987,Married,4,Life Sciences,,28.97,True,,2,4,"4,0",1,0,0,,,,1,laboratory technician,No,"3,0",81.0,566.0,7122,,18,,2,4,3,4,4,"3,0"
1279,,No,1,18,2005,,3,,,16.09,0,,2,1,"0,0",0,0,0,,,,1,sales representative,No,"3,0",69.0,812.0,9724,1200.0,12,1200.0,0,2,4,3,1,"3,0"
1280,"445,0",Yes,1,39,1984,Married,2,,travel_rarely,4.83,True,,3,4,"12,0",1,0,0,,,,2,sales executive,Yes,"3,0",41.0,1162.0,17778,5238.0,18,5238.0,0,3,4,3,1,"2,0"
1281,,No,1,43,1980,Marreid,3,,travel_rarely,24.14,True,,1,8,,1,0,0,,research & development,healthcare representative  -  research & development,3,healthcare representative,No,"3,0",43.0,1001.0,9262,9985.0,16,9985.0,1,3,15,1,1,"2,0"
1282,,No,0,47,1976,,1,Medical,travel_frequently,6.44,False,,3,3,"5,0",0,0,0,,,,2,sales representative,No,"3,0",99.0,1309.0,25751,,19,,0,3,2,3,1,"3,0"
1283,"468,0",No,1,42,1981,Single,5,,travel_rarely,37.01,0,,2,2,"16,0",1,0,0,,,,4,research director,No,"3,0",44.0,810.0,15901,15992.0,14,15992.0,0,3,1,4,2,"3,0"
1284,"471,0",No,1,32,1991,Married,3,,,3.22,True,,4,1,"8,0",8,0,7,,,,1,laboratory technician,No,,75.0,1062.0,3956,2370.0,13,2370.0,1,3,3,2,3,"3,0"
1285,"473,0",No,1,48,1975,Married,1,Medical,travel_rarely,46.67,Yes,,3,3,"15,0",0,0,0,,,,3,manager,,"4,0",91.0,530.0,23978,,21,,1,3,1,3,2,"1,0"
1286,"477,0",No,0,42,1981,,4,,travel_rarely,3.22,0,,6,3,,1,0,0,,research & development,healthcare representative  -  research & development,2,healthcare representative,,"4,0",98.0,1332.0,17078,6781.0,23,6781.0,0,2,1,4,2,"3,0"
1287,"479,0",No,1,36,1987,,5,Medical,non-travel,1.61,1,,6,4,,1,0,0,,,,2,sales executive,,,45.0,845.0,15276,6653.0,15,6653.0,0,3,4,4,2,"3,0"
1288,"485,0",Yes,1,33,1990,Single,3,Marketing,travel_rarely,8.05,False,,2,1,"1,0",1,0,0,,,,1,sales representative,,,34.0,350.0,9150,2851.0,13,2851.0,0,3,4,3,2,"3,0"
1289,"487,0",No,1,46,1977,Married,4,Medical,,11.27,True,,2,2,"7,0",1,0,0,,research & development,manufacturing director  -  research & development,2,manufacturing director,,"3,0",30.0,1144.0,16044,5258.0,14,5258.0,0,3,3,3,3,"4,0"
1290,"494,0",Yes,1,21,2002,Single,3,Life Sciences,travel_rarely,19.31,0,,0,1,"1,0",1,0,0,,sales,sales representative  -  sales,1,sales representative,,"3,0",90.0,156.0,25422,,15,,0,4,3,2,4,"3,0"
1291,"508,0",No,0,30,1993,,1,Technical Degree,,3.22,Yes,,3,1,,1,0,0,,,,1,sales representative,,"3,0",72.0,202.0,17434,2476.0,18,2476.0,1,3,3,2,1,"3,0"
1292,"514,0",Yes,0,30,1993,Single,3,,travel_frequently,6.44,False,,4,9,"3,0",1,0,0,,,,1,research scientist,Yes,"4,0",40.0,464.0,3427,2285.0,23,2285.0,0,3,3,4,3,"3,0"
1293,"518,0",No,0,32,1986,Single,4,,travel_rarely,16.09,True,,2,2,"18,0",1,0,1,,,,2,manufacturing director,,"3,0",49.0,1305.0,21123,4197.0,12,4197.0,0,3,3,2,4,"2,0"
1294,,No,1,40,1983,Married,3,,travel_rarely,3.22,1,,3,6,,1,0,0,,,,2,laboratory technician,No,"4,0",78.0,555.0,13436,3448.0,22,3448.0,1,2,2,3,2,"3,0"
1295,,No,0,28,1995,,2,,travel_rarely,27.36,False,,2,1,"10,0",10,1,8,,,,2,laboratory technician,,"3,0",79.0,1300.0,13535,4558.0,12,4558.0,1,3,3,1,4,
1296,"556,0",No,0,38,1985,Married,2,,travel_frequently,3.22,False,,3,1,,1,0,0,,,,1,laboratory technician,Yes,"4,0",42.0,1490.0,12106,1702.0,23,1702.0,1,3,4,4,3,"3,0"
1297,"566,0",Yes,0,19,2004,Single,2,Technical Degree,,3.22,True,,3,1,"1,0",1,0,0,,,,1,human resources,No,"3,0",,489.0,18437,2564.0,12,2564.0,0,2,1,4,3,"4,0"
1298,"568,0",No,0,57,1966,divorced,3,,travel_rarely,46.67,Yes,,3,3,,1,0,0,,,,4,manager,No,"3,0",56.0,210.0,22102,,12,,1,2,1,4,3,"2,0"
1299,,No,1,47,1976,,2,Medical,travel_rarely,3.22,True,,2,5,"20,0",5,0,4,,,,2,manufacturing director,,,65.0,983.0,7389,5070.0,13,5070.0,3,3,1,4,3,"3,0"
1300,,No,1,54,1969,Single,4,Life Sciences,travel_rarely,12.87,False,"80,0",3,7,,1,0,0,,,,2,laboratory technician,,"3,0",42.0,548.0,23428,3780.0,11,3780.0,0,3,3,3,3,"3,0"
1301,,Yes,0,31,1992,,3,,travel_frequently,67.59,1,,2,3,"12,0",1,0,0,,,,3,healthcare representative,No,"3,0",66.0,534.0,22908,9824.0,12,9824.0,0,3,42,3,1,"3,0"
1302,"614,0",Yes,0,18,2005,,3,Marketing,travel_frequently,8.05,0,,3,1,,0,0,0,,,,1,sales representative,Yes,"3,0",69.0,1306.0,8059,1878.0,14,1878.0,0,3,2,2,4,"3,0"
1303,"615,0",No,0,40,1983,,3,Other,,45.06,True,,2,3,"20,0",1,0,1,,,,3,sales executive,No,"3,0",58.0,1094.0,11373,,15,,1,1,3,1,3,"3,0"
1304,,No,0,26,1997,,2,,,46.67,True,,5,5,"8,0",0,0,0,,,,2,sales executive,,"3,0",45.0,775.0,4267,,12,,2,3,1,3,1,"3,0"
1305,"622,0",Yes,0,26,1997,Single,3,,travel_rarely,38.62,Yes,,3,1,"1,0",1,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,Yes,"3,0",66.0,471.0,23213,2340.0,18,2340.0,0,1,3,4,2,"1,0"
1306,,No,1,38,1985,,3,,,16.09,True,"80,0",4,3,"18,0",1,0,0,,,,2,healthcare representative,No,"3,0",76.0,1495.0,22174,,19,,1,3,3,3,3,
1307,"643,0",No,0,24,1999,Married,2,Other,,27.36,Yes,,2,1,"1,0",1,0,0,,,,1,laboratory technician,No,"4,0",94.0,823.0,9100,2127.0,21,2127.0,1,2,4,2,4,"3,0"
1308,"648,0",Yes,0,30,1993,Married,4,,travel_frequently,19.31,True,,2,1,"1,0",1,0,0,,,,1,sales representative,No,"3,0",74.0,448.0,14470,2033.0,18,2033.0,1,2,2,1,3,"4,0"
1309,"656,0",No,0,37,1986,Married,3,Marketing,travel_rarely,3.22,0,,3,4,,3,1,0,,,,2,sales executive,,"3,0",75.0,558.0,3010,9602.0,11,9602.0,1,3,4,3,3,"2,0"
1310,"657,0",No,1,20,2003,,3,Life Sciences,travel_rarely,1.61,Yes,"80,0",0,1,"1,0",1,0,0,,research & development,research scientist  -  research & development,1,research scientist,No,,83.0,959.0,11757,,13,,0,2,4,2,4,"4,0"
1311,"661,0",No,0,43,1980,Divorced,4,Other,,22.53,0,,3,4,"21,0",1,0,0,,,,4,research director,,"3,0",50.0,782.0,2671,16627.0,14,16627.0,1,2,2,4,3,
1312,"662,0",No,1,38,1985,,1,Life Sciences,,43.45,1,,3,3,"8,0",0,0,0,,,,1,research scientist,No,"3,0",,362.0,14561,,17,,0,3,3,1,4,"2,0"
1313,,No,0,33,1990,Divorced,4,Marketing,,12.87,0,"80,0",3,0,"6,0",5,1,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",39.0,1216.0,20431,,12,,0,3,3,3,4,"3,0"
1314,,No,1,30,1993,,3,,,4.83,False,,2,1,"1,0",1,0,0,,,,1,research scientist,No,"4,0",71.0,160.0,22653,2083.0,20,2083.0,1,3,3,3,3,
1315,"690,0",No,1,29,1994,,2,Medical,,70.81,0,,5,1,,6,1,2,,sales,sales executive  -  sales,2,sales executive,No,"3,0",62.0,,3487,,14,,1,3,2,3,1,"2,0"
1316,"701,0",Yes,0,20,2003,Single,1,Medical,,16.09,1,,5,1,,1,1,1,,,,1,research scientist,,"3,0",32.0,1362.0,26999,1009.0,11,1009.0,0,3,4,3,4,"3,0"
1317,"704,0",No,0,35,1988,Marreid,3,,non-travel,32.19,0,,3,1,"1,0",1,0,0,,,,1,laboratory technician,No,"3,0",41.0,727.0,16900,,18,,2,2,20,3,3,"3,0"
1318,"715,0",No,0,37,1986,Single,2,Life Sciences,,16.09,Yes,,2,3,,1,0,0,,,,1,research scientist,No,"3,0",80.0,1225.0,15232,,17,,0,4,4,4,1,
1319,"743,0",No,1,38,1985,Single,3,,,1.61,1,,4,4,"10,0",1,0,0,,,,3,manufacturing director,Yes,,81.0,168.0,15397,7861.0,14,7861.0,0,3,3,3,4,
1320,"749,0",No,0,29,1994,Single,3,,,16.09,0,,6,1,"1,0",1,0,0,,,,1,sales representative,No,"3,0",,1396.0,2755,2642.0,11,2642.0,0,3,3,3,3,
1321,,No,1,35,1988,Divorced,4,,,3.22,True,,2,2,"16,0",1,0,0,,,,2,healthcare representative,No,"3,0",61.0,1225.0,4761,,11,,1,3,4,1,1,"4,0"
1322,"773,0",No,0,38,1985,Married,5,Medical,travel_rarely,3.22,Yes,"80,0",0,6,,1,0,1,,,,1,research scientist,Yes,"3,0",92.0,268.0,20471,,13,,1,3,4,3,2,"1,0"
1323,"775,0",No,1,34,1989,,5,Life Sciences,travel_rarely,12.87,1,,3,3,,0,0,0,,,,2,manufacturing director,No,"3,0",32.0,167.0,4187,5121.0,14,5121.0,1,3,2,1,3,
1324,"811,0",Yes,0,23,2000,,3,Life Sciences,,9.66,False,,2,1,"1,0",0,0,0,,,,1,laboratory technician,Yes,"4,0",,1243.0,3445,,21,,2,4,3,1,3,"3,0"
1325,"812,0",No,0,24,1999,Divorced,3,Life Sciences,,14.48,False,,4,1,,1,0,0,,,,1,laboratory technician,No,"3,0",60.0,1092.0,26551,2694.0,11,2694.0,3,2,3,2,3,"3,0"
1326,"816,0",Yes,1,29,1994,Married,2,Life Sciences,travel_rarely,1.61,1,,1,1,"1,0",1,0,0,,,,1,laboratory technician,,"3,0",36.0,805.0,6689,,11,,1,2,2,1,4,"3,0"
1327,"832,0",No,0,40,1983,,4,Medical,travel_frequently,25.75,1,,6,6,"10,0",1,0,0,,,,2,laboratory technician,No,"3,0",51.0,720.0,11983,5094.0,14,5094.0,0,2,1,3,4,"3,0"
1328,"833,0",No,1,30,1993,Single,3,,travel_rarely,3.22,1,,4,5,"12,0",0,0,0,,research & development,manufacturing director  -  research & development,2,manufacturing director,,"4,0",52.0,,20234,,24,,0,2,3,4,2,"2,0"
1329,"834,0",No,1,45,1978,,3,,,3.22,True,,3,1,"1,0",1,0,0,,,,1,research scientist,No,"3,0",95.0,252.0,6153,2274.0,14,2274.0,0,2,2,3,4,"3,0"
1330,,No,0,27,1996,Married,3,Medical,,4.83,True,"80,0",6,1,"0,0",0,0,0,,,,1,research scientist,,"3,0",50.0,443.0,16571,,11,,3,3,4,4,3,"2,0"
1331,,No,0,37,1986,,4,Marketing,,25.75,True,"80,0",2,4,"9,0",1,0,0,,,,2,sales executive,,,66.0,342.0,24558,,19,,2,2,4,3,4,"3,0"
1332,,No,0,32,1991,Divorced,3,Life Sciences,,1.61,1,,2,0,"4,0",3,0,2,,,,1,laboratory technician,No,,61.0,300.0,9148,2314.0,12,2314.0,1,3,4,4,2,"3,0"
1333,"897,0",No,0,53,1970,Married,3,Marketing,travel_rarely,12.87,Yes,"80,0",3,5,"28,0",2,2,2,,,,4,sales executive,,"3,0",73.0,868.0,22789,,14,,1,3,1,4,3,"3,0"
1334,"904,0",No,0,37,1986,Single,2,,,30.58,False,,2,1,,10,0,9,,,,3,sales executive,Yes,"3,0",32.0,1252.0,4814,,13,,0,3,19,2,4,"3,0"
1335,"911,0",Yes,0,32,1991,,4,,travel_rarely,40.23,1,,2,1,"1,0",1,0,1,,,,1,laboratory technician,,"4,0",87.0,374.0,18016,,24,,0,3,1,4,3,"1,0"
1336,"918,0",Yes,0,58,1965,divorced,1,,travel_frequently,3.22,True,,3,9,"3,0",1,0,0,,,,1,laboratory technician,,"3,0",57.0,781.0,13384,2380.0,14,2380.0,1,2,4,4,4,"2,0"
1337,,No,1,43,1980,Divorced,3,,travel_rarely,12.87,0,,2,4,"4,0",1,0,0,,,,2,manufacturing director,No,"4,0",55.0,177.0,23814,,21,,1,3,1,2,3,"4,0"
1338,"923,0",Yes,1,21,2002,Single,1,Other,travel_rarely,28.97,False,,3,1,,1,0,0,,research & development,research scientist  -  research & development,1,research scientist,No,,65.0,1427.0,8870,,19,,0,3,4,4,1,"2,0"
1339,"934,0",No,0,34,1989,,3,Life Sciences,,77.25,Yes,"80,0",3,1,"1,0",1,1,0,,,,1,laboratory technician,No,"3,0",83.0,546.0,6896,2008.0,14,2008.0,2,3,48,2,2,"3,0"
1340,"940,0",No,1,58,1965,Divorced,3,,,8.05,False,,3,2,"24,0",6,0,4,,,,3,healthcare representative,,,37.0,1272.0,9255,10552.0,13,10552.0,1,2,3,2,4,"3,0"
1341,"945,0",No,0,48,1975,Married,4,Medical,,32.19,0,"80,0",2,4,"13,0",0,0,0,,,,1,research scientist,,"3,0",51.0,,5543,2259.0,17,2259.0,2,3,4,3,1,"2,0"
1342,"951,0",No,1,32,1991,Married,3,Life Sciences,non-travel,1.61,True,,3,6,"5,0",3,0,2,,,,1,laboratory technician,No,,70.0,1184.0,3974,,20,,0,2,3,2,3,"3,0"
1343,"952,0",Yes,0,25,1998,Married,2,Marketing,,30.58,False,"80,0",2,1,,1,0,0,,,,1,sales representative,Yes,,36.0,867.0,18798,2413.0,18,2413.0,3,2,3,2,3,"3,0"
1344,"954,0",No,0,40,1983,Divorced,4,Marketing,,16.09,1,"80,0",2,2,"11,0",1,0,0,,sales,sales executive  -  sales,3,sales executive,No,"3,0",67.0,658.0,20652,,12,,1,2,1,2,2,"2,0"
1345,"959,0",Yes,0,19,2004,Single,3,Other,,33.8,False,"80,0",3,1,"1,0",1,0,0,,,,1,sales representative,Yes,"3,0",37.0,419.0,9947,2121.0,13,2121.0,0,2,4,2,2,"4,0"
1346,,Yes,0,20,2003,Single,3,Technical Degree,travel_rarely,6.44,False,"80,0",2,1,"1,0",1,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,,"3,0",84.0,129.0,13008,,19,,0,3,1,1,2,"3,0"
1347,,No,1,33,1990,,3,,travel_rarely,1.61,True,,3,0,"6,0",5,1,4,,,,2,healthcare representative,,"3,0",42.0,1069.0,12291,,14,,0,2,2,4,1,"3,0"
1348,,Yes,0,58,1965,Single,3,,travel_rarely,3.22,0,"80,0",4,4,"7,0",1,0,0,,,,1,research scientist,No,"4,0",51.0,289.0,26227,2479.0,24,2479.0,0,3,4,3,1,"3,0"
1349,"986,0",Yes,1,40,1983,Single,3,,non-travel,38.62,1,,2,4,"22,0",1,0,0,,,,4,sales executive,,"3,0",100.0,1479.0,17071,13194.0,16,13194.0,0,4,2,2,4,"2,0"
1350,"994,0",Yes,1,29,1994,Single,3,,travel_rarely,16.09,1,,5,6,"3,0",0,0,0,,,,1,research scientist,Yes,"4,0",92.0,906.0,11479,,20,,0,2,4,1,3,"3,0"
1351,"1003,0",No,1,47,1976,Single,2,Life Sciences,travel_rarely,28.97,0,,0,1,"9,0",9,0,7,,,,2,sales executive,Yes,"3,0",83.0,955.0,8571,4163.0,17,4163.0,0,3,4,4,3,"3,0"
1352,"1012,0",No,0,18,2005,,2,,,8.05,True,,2,1,,0,0,0,,,,1,research scientist,No,"3,0",73.0,287.0,13493,,15,,0,3,2,4,4,"3,0"
1353,,Yes,1,20,2003,,3,Medical,,25.75,0,"80,0",2,1,"1,0",1,0,0,,,,1,research scientist,Yes,"3,0",98.0,1097.0,18275,2600.0,15,2600.0,0,2,4,1,1,"3,0"
1354,"1029,0",No,0,42,1981,,2,,,8.05,Yes,,3,6,"21,0",1,0,0,,,,5,manager,No,"3,0",90.0,265.0,7770,18303.0,13,18303.0,0,3,4,3,2,"4,0"
1355,,No,0,50,1973,Married,3,,travel_rarely,14.48,1,,5,4,"8,0",1,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,,64.0,804.0,20165,2380.0,18,2380.0,0,3,1,4,2,"3,0"
1356,"1033,0",Yes,1,37,1986,,2,Medical,travel_rarely,17.7,1,,2,5,"15,0",1,0,0,,,,2,healthcare representative,No,"3,0",61.0,1141.0,14382,4777.0,15,4777.0,0,1,1,2,1,"1,0"
1357,,No,0,38,1985,,4,Life Sciences,,4.83,0,"80,0",1,8,"19,0",1,0,0,,,,2,sales executive,Yes,"3,0",42.0,,4981,,12,,0,3,2,4,3,"3,0"
1358,"1052,0",Yes,0,36,1987,Divorced,3,,,24.14,True,,3,7,"9,0",1,0,0,,,,2,laboratory technician,,"3,0",81.0,660.0,7858,,14,,1,3,1,3,2,"2,0"
1359,"1056,0",No,0,28,1995,Married,1,Medical,travel_rarely,16.09,1,,5,1,,1,0,0,,sales,sales representative  -  sales,1,sales representative,No,"4,0",74.0,1144.0,23384,1052.0,22,1052.0,0,3,4,2,2,"3,0"
1360,"1076,0",No,0,43,1980,,3,,,40.23,1,,5,5,"18,0",1,0,0,,,,3,sales executive,No,"3,0",,415.0,5268,,13,,1,2,3,4,3,"3,0"
1361,"1079,0",Yes,1,21,2002,Single,3,,travel_rarely,16.09,Yes,,6,1,"1,0",1,1,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,,36.0,1334.0,17258,,13,,0,2,3,1,1,"2,0"
1362,"1081,0",Yes,0,51,1972,Married,4,,travel_rarely,6.44,0,,2,9,"18,0",10,2,7,,,,1,research scientist,,,34.0,1323.0,10332,2461.0,12,2461.0,3,3,1,3,3,"4,0"
1363,"1105,0",No,1,37,1986,Divorced,4,,,16.09,0,,5,2,"8,0",1,0,0,,sales,sales executive  -  sales,2,sales executive,Yes,,88.0,309.0,24223,,14,,3,2,4,4,3,"3,0"
1364,"1111,0",Yes,0,28,1995,Divorced,3,Medical,,1.61,0,"80,0",2,1,,1,0,0,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,,45.0,1009.0,7160,2596.0,15,2596.0,2,2,1,2,1,"3,0"
1365,"1113,0",Yes,0,50,1973,Single,4,,,1.61,True,"80,0",4,3,"5,0",0,0,0,,,,2,sales executive,Yes,"3,0",81.0,,17251,4728.0,14,4728.0,0,3,4,3,4,"3,0"
1366,"1115,0",No,0,34,1989,,4,,,4.83,1,,2,3,"6,0",0,0,0,,,,1,research scientist,No,"3,0",40.0,697.0,22478,,17,,3,2,3,4,4,"3,0"
1367,"1125,0",No,0,38,1985,Single,2,Marketing,travel_rarely,3.22,Yes,,2,7,,1,0,0,,,,3,sales executive,No,"3,0",32.0,130.0,20619,7351.0,16,7351.0,0,3,4,2,3,"3,0"
1368,,No,0,42,1981,,3,,,46.67,0,,3,4,"16,0",1,0,0,,,,2,laboratory technician,,"3,0",56.0,188.0,9558,,19,,0,1,2,4,1,"3,0"
1369,"1156,0",Yes,0,18,2005,Single,1,,,12.87,Yes,,0,1,,0,0,0,,,,1,laboratory technician,No,"3,0",80.0,247.0,13556,,12,,0,3,3,3,4,"3,0"
1370,"1158,0",No,0,41,1982,,4,,,19.31,0,"80,0",4,3,"6,0",1,0,0,,,,1,laboratory technician,Yes,"3,0",46.0,167.0,9051,4766.0,11,4766.0,1,3,2,4,1,
1371,"1172,0",No,0,35,1988,,4,Medical,travel_rarely,1.61,1,,2,6,,8,1,7,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",58.0,982.0,16340,2258.0,12,2258.0,1,2,4,3,2,"3,0"
1372,"1190,0",No,1,32,1991,,1,,,3.22,True,"80,0",3,1,"1,0",1,0,0,,sales,sales representative  -  sales,1,sales representative,,"3,0",76.0,862.0,14947,2827.0,12,2827.0,3,3,3,1,3,"3,0"
1373,,Yes,0,22,2001,Married,4,Life Sciences,,4.83,True,,5,0,"1,0",0,0,0,,,,1,research scientist,Yes,"3,0",48.0,1256.0,4223,2853.0,11,2853.0,1,2,3,4,2,"3,0"
1374,"1206,0",No,0,44,1979,Single,3,,non-travel,41.84,Yes,,3,2,"6,0",0,0,0,,,,1,research scientist,No,,74.0,111.0,4279,2290.0,13,2290.0,0,1,26,3,4,"3,0"
1375,"1210,0",Yes,0,41,1982,,2,Life Sciences,non-travel,8.05,1,,2,6,"5,0",1,0,0,,,,1,research scientist,No,"3,0",95.0,906.0,20293,2107.0,17,2107.0,1,2,1,1,1,"1,0"
1376,,No,0,40,1983,,4,,travel_frequently,3.22,False,,2,5,,0,0,0,,,,2,sales executive,No,"3,0",62.0,1184.0,25440,,12,,3,3,2,2,4,"3,0"
1377,,Yes,1,24,1999,,2,Life Sciences,,27.36,1,"80,0",3,1,"1,0",1,0,0,,,,1,laboratory technician,,"3,0",97.0,984.0,3372,2210.0,13,2210.0,1,3,4,2,1,"1,0"
1378,"1242,0",No,1,42,1981,Married,5,Medical,travel_frequently,41.84,False,"80,0",6,3,,1,0,0,,,,3,research director,Yes,"3,0",60.0,458.0,23281,13191.0,17,13191.0,0,3,1,1,3,"3,0"
1379,"1256,0",No,0,49,1974,Married,2,Medical,,6.44,True,"80,0",2,2,"23,0",1,0,0,,research & development,manager  -  research & development,5,manager,,,85.0,1098.0,12124,,13,,1,2,1,3,3,"4,0"
1380,"1258,0",No,0,48,1975,Single,2,Technical Degree,travel_rarely,3.22,True,,4,5,"7,0",1,0,0,,,,1,laboratory technician,,"3,0",76.0,969.0,16620,,11,,0,4,4,2,3,"2,0"
1381,"1260,0",No,0,29,1994,,3,,travel_rarely,11.27,Yes,"80,0",2,1,"6,0",6,1,0,,research & development,healthcare representative  -  research & development,2,healthcare representative,,"3,0",82.0,1329.0,4204,,11,,2,3,3,4,2,"3,0"
1382,"1263,0",No,0,48,1975,Single,3,Life Sciences,,1.61,True,,3,6,,1,0,0,,research & development,research director  -  research & development,5,research director,No,"3,0",76.0,715.0,8733,18265.0,12,18265.0,0,2,4,4,3,"4,0"
1383,,No,1,34,1989,,3,Technical Degree,,32.19,True,,5,0,"2,0",1,0,0,,,,1,research scientist,No,"3,0",89.0,1320.0,21643,,17,,0,4,3,3,4,"2,0"
1384,"1269,0",No,1,19,2004,Single,3,Life Sciences,,40.23,Yes,,2,1,"1,0",1,0,1,,,,1,research scientist,,"3,0",57.0,265.0,21221,,12,,0,4,2,4,4,"3,0"
1385,"1270,0",No,0,23,2000,,2,,,1.61,False,,2,1,"1,0",1,0,1,"0,0",,,1,research scientist,No,"4,0",47.0,373.0,16901,,22,,1,3,4,3,4,"3,0"
1386,"1273,0",Yes,0,25,1998,Single,1,,travel_frequently,51.5,1,,4,1,"1,0",1,1,0,,,,1,sales representative,Yes,,73.0,599.0,8040,1118.0,14,1118.0,0,1,3,4,4,"3,0"
1387,,No,1,42,1981,Married,4,Medical,,54.72,0,,2,6,"18,0",1,0,0,,,,2,research scientist,Yes,"3,0",78.0,603.0,5628,2372.0,16,2372.0,0,4,2,2,4,"3,0"
1388,,No,1,51,1972,Single,2,Medical,travel_frequently,9.66,False,,6,0,"8,0",7,7,7,,,,1,laboratory technician,,"3,0",40.0,968.0,4257,2838.0,14,2838.0,0,2,2,3,2,"2,0"
1389,"1306,0",No,1,45,1978,,3,Medical,travel_frequently,40.23,0,"80,0",4,3,"22,0",0,0,0,,,,5,manager,,"4,0",,364.0,13035,18061.0,22,18061.0,0,3,2,2,3,"3,0"
1390,"1364,0",No,1,27,1996,Married,3,Medical,,17.7,1,,4,8,"5,0",1,0,0,,,,1,sales representative,,,98.0,1291.0,6527,,14,,1,4,3,4,2,"3,0"
1391,"1368,0",No,1,18,2005,Single,3,,non-travel,1.61,0,,5,1,"0,0",0,0,0,,,,1,laboratory technician,,"3,0",97.0,1124.0,19305,1611.0,15,1611.0,0,3,4,4,3,"4,0"
1392,"1379,0",Yes,1,31,1992,Single,3,,travel_frequently,3.22,Yes,,3,7,"3,0",1,0,0,,,,1,sales representative,No,"3,0",90.0,703.0,11882,,14,,0,2,3,4,3,"4,0"
1393,"1427,0",Yes,1,31,1992,Single,4,Life Sciences,travel_frequently,1.61,0,,3,1,,1,0,0,,,,1,sales representative,,,50.0,,16154,,12,,0,1,2,3,2,"3,0"
1394,"1433,0",Yes,1,31,1992,,3,Life Sciences,travel_rarely,12.87,False,,3,1,,1,0,0,,,,1,research scientist,,"3,0",34.0,202.0,22262,,12,,0,2,1,2,3,"4,0"
1395,"1434,0",No,0,27,1996,Married,1,Life Sciences,travel_rarely,17.7,0,"80,0",3,0,"6,0",5,1,4,,,,1,laboratory technician,,"3,0",91.0,1377.0,7679,,14,,0,3,2,1,2,"4,0"
1396,"1458,0",Yes,1,39,1984,Single,3,,,3.22,1,,2,2,"11,0",1,0,0,,,,1,laboratory technician,Yes,"4,0",54.0,592.0,17181,,23,,0,2,1,1,2,"4,0"
1397,"1481,0",No,1,44,1979,Married,5,Marketing,travel_frequently,1.61,False,,4,7,"11,0",1,0,0,,,,2,sales executive,,,79.0,383.0,9282,4768.0,12,4768.0,1,3,1,3,3,"2,0"
1398,"1482,0",No,0,30,1993,,3,,,40.23,False,"80,0",2,1,"1,0",1,0,0,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",,990.0,7152,1274.0,13,1274.0,2,3,25,3,2,"2,0"
1399,,No,0,35,1988,,1,Life Sciences,travel_rarely,41.84,1,,3,1,"1,0",1,0,0,"0,0",,,1,sales representative,No,,76.0,660.0,16192,2404.0,13,2404.0,1,3,4,3,1,"3,0"
