,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_satisfaccion_relaciones,nivel_satisfaccion_conciliacion
1295,0,No,male,28,1995,ns/nc,2,ns/nc,travel rarely,27,no,full time,2,1,10,10,1,8,sin asignar,2,laboratory technician,No,3,79.0,1300.0,13535.0,4558.0,12,1,3,3,1,4,3
1296,556,No,male,38,1985,married,2,ns/nc,travel frequently,3,no,full time,3,1,11,1,0,0,sin asignar,1,laboratory technician,Yes,4,42.0,1490.0,12106.0,1702.0,23,1,3,4,4,3,3
1297,566,Yes,male,19,2004,single,2,Technical Degree,non travel,3,yes,full time,3,1,1,1,0,0,sin asignar,1,human resources,No,3,0.0,489.0,18437.0,2564.0,12,0,2,1,4,3,4
1298,568,No,male,57,1966,divorced,3,ns/nc,travel rarely,46,yes,full time,3,3,11,1,0,0,sin asignar,4,manager,No,3,56.0,210.0,22102.0,4859.0,12,1,2,1,4,3,2
1299,0,No,female,47,1976,ns/nc,2,Medical,travel rarely,3,yes,full time,2,5,20,5,0,4,sin asignar,2,manufacturing director,No,3,65.0,983.0,7389.0,5070.0,13,3,3,1,4,3,3
1300,0,No,female,54,1969,single,4,Life Sciences,travel rarely,12,no,part time,3,7,11,1,0,0,sin asignar,2,laboratory technician,No,3,42.0,548.0,23428.0,3780.0,11,0,3,3,3,3,3
1301,0,Yes,male,31,1992,ns/nc,3,ns/nc,travel frequently,67,yes,full time,2,3,12,1,0,0,sin asignar,3,healthcare representative,No,3,66.0,534.0,22908.0,9824.0,12,0,3,4,3,1,3
1302,614,Yes,male,18,2005,ns/nc,3,Marketing,travel frequently,8,no,full time,3,1,11,0,0,0,sin asignar,1,sales representative,Yes,3,69.0,1306.0,8059.0,1878.0,14,0,3,2,2,4,3
1303,615,No,male,40,1983,ns/nc,3,Other,non travel,45,yes,full time,2,3,20,1,0,1,sin asignar,3,sales executive,No,3,58.0,1094.0,11373.0,4859.0,15,1,1,3,1,3,3
1304,0,No,male,26,1997,ns/nc,2,ns/nc,non travel,46,yes,full time,5,5,8,0,0,0,sin asignar,2,sales executive,No,3,45.0,775.0,4267.0,4859.0,12,2,3,1,3,1,3
1305,622,Yes,male,26,1997,single,3,ns/nc,travel rarely,38,yes,full time,3,1,1,1,0,0,research & development,1,laboratory technician,Yes,3,66.0,471.0,23213.0,2340.0,18,0,1,3,4,2,1
1306,0,No,female,38,1985,ns/nc,3,ns/nc,non travel,16,yes,part time,4,3,18,1,0,0,sin asignar,2,healthcare representative,No,3,76.0,1495.0,22174.0,4859.0,19,1,3,3,3,3,3
1307,643,No,male,24,1999,married,2,Other,non travel,27,yes,full time,2,1,1,1,0,0,sin asignar,1,laboratory technician,No,4,94.0,823.0,9100.0,2127.0,21,1,2,4,2,4,3
1308,648,Yes,male,30,1993,married,4,ns/nc,travel frequently,19,yes,full time,2,1,1,1,0,0,sin asignar,1,sales representative,No,3,74.0,448.0,14470.0,2033.0,18,1,2,2,1,3,4
1309,656,No,male,37,1986,married,3,Marketing,travel rarely,3,no,full time,3,4,11,3,1,0,sin asignar,2,sales executive,No,3,75.0,558.0,3010.0,9602.0,11,1,3,4,3,3,2
1310,657,No,female,20,2003,ns/nc,3,Life Sciences,travel rarely,1,yes,part time,0,1,1,1,0,0,research & development,1,research scientist,No,3,83.0,959.0,11757.0,4859.0,13,0,2,4,2,4,4
1311,661,No,male,43,1980,divorced,4,Other,non travel,22,no,full time,3,4,21,1,0,0,sin asignar,4,research director,No,3,50.0,782.0,2671.0,16627.0,14,1,2,2,4,3,3
1312,662,No,female,38,1985,ns/nc,1,Life Sciences,non travel,43,yes,full time,3,3,8,0,0,0,sin asignar,1,research scientist,No,3,0.0,362.0,14561.0,4859.0,17,0,3,3,1,4,2
1313,0,No,male,33,1990,divorced,4,Marketing,non travel,12,no,part time,3,0,6,5,1,2,sales,2,sales executive,No,3,39.0,1216.0,20431.0,4859.0,12,0,3,3,3,4,3
1314,0,No,female,30,1993,ns/nc,3,ns/nc,non travel,4,no,full time,2,1,1,1,0,0,sin asignar,1,research scientist,No,4,71.0,160.0,22653.0,2083.0,20,1,3,3,3,3,3
1315,690,No,female,29,1994,ns/nc,2,Medical,non travel,70,no,full time,5,1,11,6,1,2,sales,2,sales executive,No,3,62.0,0.0,3487.0,4859.0,14,1,3,2,3,1,2
1316,701,Yes,male,20,2003,single,1,Medical,non travel,16,yes,full time,5,1,11,1,1,1,sin asignar,1,research scientist,No,3,32.0,1362.0,26999.0,1009.0,11,0,3,4,3,4,3
1317,704,No,male,35,1988,married,3,ns/nc,non travel,32,no,full time,3,1,1,1,0,0,sin asignar,1,laboratory technician,No,3,41.0,727.0,16900.0,4859.0,18,2,2,2,3,3,3
1318,715,No,male,37,1986,single,2,Life Sciences,non travel,16,yes,full time,2,3,11,1,0,0,sin asignar,1,research scientist,No,3,80.0,1225.0,15232.0,4859.0,17,0,4,4,4,1,3
1319,743,No,female,38,1985,single,3,ns/nc,non travel,1,yes,full time,4,4,10,1,0,0,sin asignar,3,manufacturing director,Yes,3,81.0,168.0,15397.0,7861.0,14,0,3,3,3,4,3
1320,749,No,male,29,1994,single,3,ns/nc,non travel,16,no,full time,6,1,1,1,0,0,sin asignar,1,sales representative,No,3,0.0,1396.0,2755.0,2642.0,11,0,3,3,3,3,3
1321,0,No,female,35,1988,divorced,4,ns/nc,non travel,3,yes,full time,2,2,16,1,0,0,sin asignar,2,healthcare representative,No,3,61.0,1225.0,4761.0,4859.0,11,1,3,4,1,1,4
1322,773,No,male,38,1985,married,5,Medical,travel rarely,3,yes,part time,0,6,11,1,0,1,sin asignar,1,research scientist,Yes,3,92.0,268.0,20471.0,4859.0,13,1,3,4,3,2,1
1323,775,No,female,34,1989,ns/nc,5,Life Sciences,travel rarely,12,yes,full time,3,3,11,0,0,0,sin asignar,2,manufacturing director,No,3,32.0,167.0,4187.0,5121.0,14,1,3,2,1,3,3
1324,811,Yes,male,23,2000,ns/nc,3,Life Sciences,non travel,9,no,full time,2,1,1,0,0,0,sin asignar,1,laboratory technician,Yes,4,0.0,1243.0,3445.0,4859.0,21,2,4,3,1,3,3
1325,812,No,male,24,1999,divorced,3,Life Sciences,non travel,14,no,full time,4,1,11,1,0,0,sin asignar,1,laboratory technician,No,3,60.0,1092.0,26551.0,2694.0,11,3,2,3,2,3,3
1326,816,Yes,female,29,1994,married,2,Life Sciences,travel rarely,1,yes,full time,1,1,1,1,0,0,sin asignar,1,laboratory technician,No,3,36.0,805.0,6689.0,4859.0,11,1,2,2,1,4,3
1327,832,No,male,40,1983,ns/nc,4,Medical,travel frequently,25,yes,full time,6,6,10,1,0,0,sin asignar,2,laboratory technician,No,3,51.0,720.0,11983.0,5094.0,14,0,2,1,3,4,3
1328,833,No,female,30,1993,single,3,ns/nc,travel rarely,3,yes,full time,4,5,12,0,0,0,research & development,2,manufacturing director,No,4,52.0,0.0,20234.0,4859.0,24,0,2,3,4,2,2
1329,834,No,female,45,1978,ns/nc,3,ns/nc,non travel,3,yes,full time,3,1,1,1,0,0,sin asignar,1,research scientist,No,3,95.0,252.0,6153.0,2274.0,14,0,2,2,3,4,3
1330,0,No,male,27,1996,married,3,Medical,non travel,4,yes,part time,6,1,0,0,0,0,sin asignar,1,research scientist,No,3,50.0,443.0,16571.0,4859.0,11,3,3,4,4,3,2
1331,0,No,male,37,1986,ns/nc,4,Marketing,non travel,25,yes,part time,2,4,9,1,0,0,sin asignar,2,sales executive,No,3,66.0,342.0,24558.0,4859.0,19,2,2,4,3,4,3
1332,0,No,male,32,1991,divorced,3,Life Sciences,non travel,1,yes,full time,2,0,4,3,0,2,sin asignar,1,laboratory technician,No,3,61.0,300.0,9148.0,2314.0,12,1,3,4,4,2,3
1333,897,No,male,53,1970,married,3,Marketing,travel rarely,12,yes,part time,3,5,28,2,2,2,sin asignar,4,sales executive,No,3,73.0,868.0,22789.0,4859.0,14,1,3,1,4,3,3
1334,904,No,male,37,1986,single,2,ns/nc,non travel,30,no,full time,2,1,11,10,0,9,sin asignar,3,sales executive,Yes,3,32.0,1252.0,4814.0,4859.0,13,0,3,1,2,4,3
1335,911,Yes,male,32,1991,ns/nc,4,ns/nc,travel rarely,40,yes,full time,2,1,1,1,0,1,sin asignar,1,laboratory technician,No,4,87.0,374.0,18016.0,4859.0,24,0,3,1,4,3,1
1336,918,Yes,male,58,1965,divorced,1,ns/nc,travel frequently,3,yes,full time,3,9,3,1,0,0,sin asignar,1,laboratory technician,No,3,57.0,781.0,13384.0,2380.0,14,1,2,4,4,4,2
1337,0,No,female,43,1980,divorced,3,ns/nc,travel rarely,12,no,full time,2,4,4,1,0,0,sin asignar,2,manufacturing director,No,4,55.0,177.0,23814.0,4859.0,21,1,3,1,2,3,4
1338,923,Yes,female,21,2002,single,1,Other,travel rarely,28,no,full time,3,1,11,1,0,0,research & development,1,research scientist,No,3,65.0,1427.0,8870.0,4859.0,19,0,3,4,4,1,2
1339,934,No,male,34,1989,ns/nc,3,Life Sciences,non travel,77,yes,part time,3,1,1,1,1,0,sin asignar,1,laboratory technician,No,3,83.0,546.0,6896.0,2008.0,14,2,3,4,2,2,3
1340,940,No,female,58,1965,divorced,3,ns/nc,non travel,8,no,full time,3,2,24,6,0,4,sin asignar,3,healthcare representative,No,3,37.0,1272.0,9255.0,10552.0,13,1,2,3,2,4,3
1341,945,No,male,48,1975,married,4,Medical,non travel,32,no,part time,2,4,13,0,0,0,sin asignar,1,research scientist,No,3,51.0,0.0,5543.0,2259.0,17,2,3,4,3,1,2
1342,951,No,female,32,1991,married,3,Life Sciences,non travel,1,yes,full time,3,6,5,3,0,2,sin asignar,1,laboratory technician,No,3,70.0,1184.0,3974.0,4859.0,20,0,2,3,2,3,3
1343,952,Yes,male,25,1998,married,2,Marketing,non travel,30,no,part time,2,1,11,1,0,0,sin asignar,1,sales representative,Yes,3,36.0,867.0,18798.0,2413.0,18,3,2,3,2,3,3
1344,954,No,male,40,1983,divorced,4,Marketing,non travel,16,yes,part time,2,2,11,1,0,0,sales,3,sales executive,No,3,67.0,658.0,20652.0,4859.0,12,1,2,1,2,2,2
1345,959,Yes,male,19,2004,single,3,Other,non travel,33,no,part time,3,1,1,1,0,0,sin asignar,1,sales representative,Yes,3,37.0,419.0,9947.0,2121.0,13,0,2,4,2,2,4
1346,0,Yes,male,20,2003,single,3,Technical Degree,travel rarely,6,no,part time,2,1,1,1,0,0,research & development,1,laboratory technician,No,3,84.0,129.0,13008.0,4859.0,19,0,3,1,1,2,3
1347,0,No,female,33,1990,ns/nc,3,ns/nc,travel rarely,1,yes,full time,3,0,6,5,1,4,sin asignar,2,healthcare representative,No,3,42.0,1069.0,12291.0,4859.0,14,0,2,2,4,1,3
1348,0,Yes,male,58,1965,single,3,ns/nc,travel rarely,3,no,part time,4,4,7,1,0,0,sin asignar,1,research scientist,No,4,51.0,289.0,26227.0,2479.0,24,0,3,4,3,1,3
1349,986,Yes,female,40,1983,single,3,ns/nc,non travel,38,yes,full time,2,4,22,1,0,0,sin asignar,4,sales executive,No,3,100.0,1479.0,17071.0,13194.0,16,0,4,2,2,4,2
1350,994,Yes,female,29,1994,single,3,ns/nc,travel rarely,16,yes,full time,5,6,3,0,0,0,sin asignar,1,research scientist,Yes,4,92.0,906.0,11479.0,4859.0,20,0,2,4,1,3,3
1351,1003,No,female,47,1976,single,2,Life Sciences,travel rarely,28,no,full time,0,1,9,9,0,7,sin asignar,2,sales executive,Yes,3,83.0,955.0,8571.0,4163.0,17,0,3,4,4,3,3
1352,1012,No,male,18,2005,ns/nc,2,ns/nc,non travel,8,yes,full time,2,1,11,0,0,0,sin asignar,1,research scientist,No,3,73.0,287.0,13493.0,4859.0,15,0,3,2,4,4,3
1353,0,Yes,female,20,2003,ns/nc,3,Medical,non travel,25,no,part time,2,1,1,1,0,0,sin asignar,1,research scientist,Yes,3,98.0,1097.0,18275.0,2600.0,15,0,2,4,1,1,3
1354,1029,No,male,42,1981,ns/nc,2,ns/nc,non travel,8,yes,full time,3,6,21,1,0,0,sin asignar,5,manager,No,3,90.0,265.0,7770.0,18303.0,13,0,3,4,3,2,4
1355,0,No,male,50,1973,married,3,ns/nc,travel rarely,14,yes,full time,5,4,8,1,0,0,research & development,1,laboratory technician,No,3,64.0,804.0,20165.0,2380.0,18,0,3,1,4,2,3
1356,1033,Yes,female,37,1986,ns/nc,2,Medical,travel rarely,17,yes,full time,2,5,15,1,0,0,sin asignar,2,healthcare representative,No,3,61.0,1141.0,14382.0,4777.0,15,0,1,1,2,1,1
1357,0,No,male,38,1985,ns/nc,4,Life Sciences,non travel,4,no,part time,1,8,19,1,0,0,sin asignar,2,sales executive,Yes,3,42.0,0.0,4981.0,4859.0,12,0,3,2,4,3,3
1358,1052,Yes,male,36,1987,divorced,3,ns/nc,non travel,24,yes,full time,3,7,9,1,0,0,sin asignar,2,laboratory technician,No,3,81.0,660.0,7858.0,4859.0,14,1,3,1,3,2,2
1359,1056,No,male,28,1995,married,1,Medical,travel rarely,16,yes,full time,5,1,11,1,0,0,sales,1,sales representative,No,4,74.0,1144.0,23384.0,1052.0,22,0,3,4,2,2,3
1360,1076,No,male,43,1980,ns/nc,3,ns/nc,non travel,40,yes,full time,5,5,18,1,0,0,sin asignar,3,sales executive,No,3,0.0,415.0,5268.0,4859.0,13,1,2,3,4,3,3
1361,1079,Yes,female,21,2002,single,3,ns/nc,travel rarely,16,yes,full time,6,1,1,1,1,0,research & development,1,laboratory technician,No,3,36.0,1334.0,17258.0,4859.0,13,0,2,3,1,1,2
1362,1081,Yes,male,51,1972,married,4,ns/nc,travel rarely,6,no,full time,2,9,18,10,2,7,sin asignar,1,research scientist,No,3,34.0,1323.0,10332.0,2461.0,12,3,3,1,3,3,4
1363,1105,No,female,37,1986,divorced,4,ns/nc,non travel,16,no,full time,5,2,8,1,0,0,sales,2,sales executive,Yes,3,88.0,309.0,24223.0,4859.0,14,3,2,4,4,3,3
1364,1111,Yes,male,28,1995,divorced,3,Medical,non travel,1,no,part time,2,1,11,1,0,0,research & development,1,laboratory technician,No,3,45.0,1009.0,7160.0,2596.0,15,2,2,1,2,1,3
1365,1113,Yes,male,50,1973,single,4,ns/nc,non travel,1,yes,part time,4,3,5,0,0,0,sin asignar,2,sales executive,Yes,3,81.0,0.0,17251.0,4728.0,14,0,3,4,3,4,3
1366,1115,No,male,34,1989,ns/nc,4,ns/nc,non travel,4,yes,full time,2,3,6,0,0,0,sin asignar,1,research scientist,No,3,40.0,697.0,22478.0,4859.0,17,3,2,3,4,4,3
1367,1125,No,male,38,1985,single,2,Marketing,travel rarely,3,yes,full time,2,7,11,1,0,0,sin asignar,3,sales executive,No,3,32.0,130.0,20619.0,7351.0,16,0,3,4,2,3,3
1368,0,No,male,42,1981,ns/nc,3,ns/nc,non travel,46,no,full time,3,4,16,1,0,0,sin asignar,2,laboratory technician,No,3,56.0,188.0,9558.0,4859.0,19,0,1,2,4,1,3
1369,1156,Yes,male,18,2005,single,1,ns/nc,non travel,12,yes,full time,0,1,11,0,0,0,sin asignar,1,laboratory technician,No,3,80.0,247.0,13556.0,4859.0,12,0,3,3,3,4,3
1370,1158,No,male,41,1982,ns/nc,4,ns/nc,non travel,19,no,part time,4,3,6,1,0,0,sin asignar,1,laboratory technician,Yes,3,46.0,167.0,9051.0,4766.0,11,1,3,2,4,1,3
1371,1172,No,male,35,1988,ns/nc,4,Medical,travel rarely,1,yes,full time,2,6,11,8,1,7,research & development,1,laboratory technician,No,3,58.0,982.0,16340.0,2258.0,12,1,2,4,3,2,3
1372,1190,No,female,32,1991,ns/nc,1,ns/nc,non travel,3,yes,part time,3,1,1,1,0,0,sales,1,sales representative,No,3,76.0,862.0,14947.0,2827.0,12,3,3,3,1,3,3
1373,0,Yes,male,22,2001,married,4,Life Sciences,non travel,4,yes,full time,5,0,1,0,0,0,sin asignar,1,research scientist,Yes,3,48.0,1256.0,4223.0,2853.0,11,1,2,3,4,2,3
1374,1206,No,male,44,1979,single,3,ns/nc,non travel,41,yes,full time,3,2,6,0,0,0,sin asignar,1,research scientist,No,3,74.0,111.0,4279.0,2290.0,13,0,1,2,3,4,3
1375,1210,Yes,male,41,1982,ns/nc,2,Life Sciences,non travel,8,yes,full time,2,6,5,1,0,0,sin asignar,1,research scientist,No,3,95.0,906.0,20293.0,2107.0,17,1,2,1,1,1,1
1376,0,No,male,40,1983,ns/nc,4,ns/nc,travel frequently,3,no,full time,2,5,11,0,0,0,sin asignar,2,sales executive,No,3,62.0,1184.0,25440.0,4859.0,12,3,3,2,2,4,3
1377,0,Yes,female,24,1999,ns/nc,2,Life Sciences,non travel,27,yes,part time,3,1,1,1,0,0,sin asignar,1,laboratory technician,No,3,97.0,984.0,3372.0,2210.0,13,1,3,4,2,1,1
1378,1242,No,female,42,1981,married,5,Medical,travel frequently,41,no,part time,6,3,11,1,0,0,sin asignar,3,research director,Yes,3,60.0,458.0,23281.0,13191.0,17,0,3,1,1,3,3
1379,1256,No,male,49,1974,married,2,Medical,non travel,6,yes,part time,2,2,23,1,0,0,research & development,5,manager,No,3,85.0,1098.0,12124.0,4859.0,13,1,2,1,3,3,4
1380,1258,No,male,48,1975,single,2,Technical Degree,travel rarely,3,yes,full time,4,5,7,1,0,0,sin asignar,1,laboratory technician,No,3,76.0,969.0,16620.0,4859.0,11,0,4,4,2,3,2
1381,1260,No,male,29,1994,ns/nc,3,ns/nc,travel rarely,11,yes,part time,2,1,6,6,1,0,research & development,2,healthcare representative,No,3,82.0,1329.0,4204.0,4859.0,11,2,3,3,4,2,3
1382,1263,No,male,48,1975,single,3,Life Sciences,non travel,1,yes,full time,3,6,11,1,0,0,research & development,5,research director,No,3,76.0,715.0,8733.0,18265.0,12,0,2,4,4,3,4
1383,0,No,female,34,1989,ns/nc,3,Technical Degree,non travel,32,yes,full time,5,0,2,1,0,0,sin asignar,1,research scientist,No,3,89.0,1320.0,21643.0,4859.0,17,0,4,3,3,4,2
1384,1269,No,female,19,2004,single,3,Life Sciences,non travel,40,yes,full time,2,1,1,1,0,1,sin asignar,1,research scientist,No,3,57.0,265.0,21221.0,4859.0,12,0,4,2,4,4,3
1385,1270,No,male,23,2000,ns/nc,2,ns/nc,non travel,1,no,full time,2,1,1,1,0,1,sin asignar,1,research scientist,No,4,47.0,373.0,16901.0,4859.0,22,1,3,4,3,4,3
1386,1273,Yes,male,25,1998,single,1,ns/nc,travel frequently,51,yes,full time,4,1,1,1,1,0,sin asignar,1,sales representative,Yes,3,73.0,599.0,8040.0,1118.0,14,0,1,3,4,4,3
1387,0,No,female,42,1981,married,4,Medical,non travel,54,no,full time,2,6,18,1,0,0,sin asignar,2,research scientist,Yes,3,78.0,603.0,5628.0,2372.0,16,0,4,2,2,4,3
1388,0,No,female,51,1972,single,2,Medical,travel frequently,9,no,full time,6,0,8,7,7,7,sin asignar,1,laboratory technician,No,3,40.0,968.0,4257.0,2838.0,14,0,2,2,3,2,2
1389,1306,No,female,45,1978,ns/nc,3,Medical,travel frequently,40,no,part time,4,3,22,0,0,0,sin asignar,5,manager,No,4,0.0,364.0,13035.0,18061.0,22,0,3,2,2,3,3
1390,1364,No,female,27,1996,married,3,Medical,non travel,17,yes,full time,4,8,5,1,0,0,sin asignar,1,sales representative,No,3,98.0,1291.0,6527.0,4859.0,14,1,4,3,4,2,3
1391,1368,No,female,18,2005,single,3,ns/nc,non travel,1,no,full time,5,1,0,0,0,0,sin asignar,1,laboratory technician,No,3,97.0,1124.0,19305.0,1611.0,15,0,3,4,4,3,4
1392,1379,Yes,female,31,1992,single,3,ns/nc,travel frequently,3,yes,full time,3,7,3,1,0,0,sin asignar,1,sales representative,No,3,90.0,703.0,11882.0,4859.0,14,0,2,3,4,3,4
1393,1427,Yes,female,31,1992,single,4,Life Sciences,travel frequently,1,no,full time,3,1,11,1,0,0,sin asignar,1,sales representative,No,3,50.0,0.0,16154.0,4859.0,12,0,1,2,3,2,3
1394,1433,Yes,female,31,1992,ns/nc,3,Life Sciences,travel rarely,12,no,full time,3,1,11,1,0,0,sin asignar,1,research scientist,No,3,34.0,202.0,22262.0,4859.0,12,0,2,1,2,3,4
1395,1434,No,male,27,1996,married,1,Life Sciences,travel rarely,17,no,part time,3,0,6,5,1,4,sin asignar,1,laboratory technician,No,3,91.0,1377.0,7679.0,4859.0,14,0,3,2,1,2,4
1396,1458,Yes,female,39,1984,single,3,ns/nc,non travel,3,yes,full time,2,2,11,1,0,0,sin asignar,1,laboratory technician,Yes,4,54.0,592.0,17181.0,4859.0,23,0,2,1,1,2,4
1397,1481,No,female,44,1979,married,5,Marketing,travel frequently,1,no,full time,4,7,11,1,0,0,sin asignar,2,sales executive,No,3,79.0,383.0,9282.0,4768.0,12,1,3,1,3,3,2
1398,1482,No,male,30,1993,ns/nc,3,ns/nc,non travel,40,no,part time,2,1,1,1,0,0,research & development,1,research scientist,No,3,0.0,990.0,7152.0,1274.0,13,2,3,2,3,2,2
1399,0,No,male,35,1988,ns/nc,1,Life Sciences,travel rarely,41,yes,full time,3,1,1,1,0,0,sin asignar,1,sales representative,No,3,76.0,660.0,16192.0,2404.0,13,1,3,4,3,1,3
1400,1494,Yes,male,24,1999,ns/nc,3,ns/nc,travel frequently,14,no,full time,2,2,11,0,0,0,sin asignar,1,laboratory technician,No,3,89.0,381.0,16998.0,4859.0,11,0,3,2,1,3,2
1401,0,No,female,24,1999,married,2,ns/nc,non travel,20,yes,part time,2,1,1,1,0,0,sin asignar,1,sales representative,No,3,78.0,830.0,7103.0,2033.0,13,1,3,4,2,3,3
1402,1504,Yes,male,28,1995,single,2,Medical,non travel,3,yes,full time,2,7,8,0,0,0,sin asignar,1,laboratory technician,No,3,0.0,289.0,5355.0,2561.0,11,0,2,3,1,3,2
1403,0,No,male,28,1995,ns/nc,3,Life Sciences,travel rarely,1,no,full time,2,1,1,1,0,0,sin asignar,1,research scientist,No,3,72.0,1423.0,12530.0,1563.0,14,1,2,1,3,4,1
1404,1515,No,male,33,1990,ns/nc,5,ns/nc,non travel,12,yes,full time,6,2,14,0,0,0,sin asignar,2,healthcare representative,No,3,69.0,516.0,22049.0,6388.0,17,0,3,4,3,1,3
1405,1525,No,female,39,1984,single,3,ns/nc,travel rarely,9,no,full time,3,4,9,2,2,2,sin asignar,3,manufacturing director,No,3,32.0,1089.0,9150.0,8376.0,18,0,3,2,2,4,3
1406,1542,No,male,42,1981,married,3,Medical,non travel,3,yes,full time,3,4,11,1,0,0,sin asignar,1,laboratory technician,No,3,68.0,1210.0,24052.0,4841.0,14,1,2,3,2,2,3
1407,1558,No,male,29,1994,married,3,ns/nc,travel rarely,14,no,full time,2,6,11,1,0,0,sin asignar,1,research scientist,No,3,91.0,598.0,22376.0,4859.0,18,2,4,3,3,1,2
1408,1564,No,male,35,1988,ns/nc,3,ns/nc,travel rarely,1,no,full time,3,1,11,3,1,2,sin asignar,1,laboratory technician,No,3,68.0,992.0,21731.0,4859.0,19,0,2,4,1,2,3
1409,0,Yes,female,35,1988,ns/nc,3,ns/nc,travel rarely,22,yes,full time,2,1,1,1,0,0,sin asignar,1,laboratory technician,No,3,69.0,104.0,26619.0,2074.0,12,1,3,1,1,4,3
1410,1577,No,male,34,1989,single,4,Medical,non travel,20,no,full time,4,1,11,1,0,0,sin asignar,1,research scientist,No,3,35.0,479.0,22061.0,2972.0,13,0,3,1,4,3,3
1411,1581,No,female,26,1997,ns/nc,3,ns/nc,travel rarely,4,yes,full time,5,1,1,1,0,0,sin asignar,1,research scientist,No,4,89.0,474.0,11133.0,4859.0,21,0,3,1,4,1,3
1412,0,No,female,36,1987,single,4,Life Sciences,travel rarely,1,yes,full time,5,6,11,1,0,0,sin asignar,2,sales executive,No,3,73.0,884.0,21447.0,6815.0,13,0,3,2,3,1,3
1413,1591,No,male,50,1973,married,3,Marketing,non travel,38,no,part time,2,4,11,1,0,0,sin asignar,5,manager,Yes,3,59.0,264.0,19519.0,4859.0,16,1,3,2,3,3,3
1414,0,No,male,42,1981,ns/nc,2,ns/nc,travel rarely,14,no,full time,2,8,24,1,0,1,sin asignar,5,manager,No,4,93.0,1059.0,26362.0,4859.0,22,0,2,4,4,4,3
1415,1601,No,male,35,1988,ns/nc,2,Life Sciences,non travel,11,no,full time,5,1,11,1,0,1,sin asignar,1,laboratory technician,No,3,63.0,1349.0,7713.0,2690.0,18,1,2,3,4,4,2
1416,1602,No,male,46,1977,ns/nc,4,Life Sciences,travel rarely,1,no,part time,5,1,27,26,0,12,sin asignar,4,manager,No,3,56.0,563.0,3156.0,17567.0,15,0,4,4,1,2,1
1417,1624,Yes,female,18,2005,single,2,Medical,travel frequently,4,yes,part time,2,1,0,0,0,0,sales,1,sales representative,Yes,3,70.0,544.0,18420.0,1569.0,12,0,3,2,4,3,4
1418,1669,No,male,29,1994,divorced,3,ns/nc,non travel,8,yes,full time,3,1,10,10,0,9,sin asignar,2,sales executive,Yes,3,43.0,991.0,3356.0,4187.0,13,1,2,1,2,2,2
1419,1673,No,female,31,1992,ns/nc,4,Life Sciences,non travel,8,yes,full time,2,1,10,10,0,2,sin asignar,2,sales executive,No,3,67.0,1112.0,22589.0,4859.0,11,2,3,1,4,1,3
1420,1678,No,male,41,1982,single,2,ns/nc,travel rarely,37,yes,full time,2,3,21,2,0,2,sin asignar,3,sales executive,No,3,80.0,1206.0,11591.0,4859.0,16,0,3,4,3,4,3
1421,0,No,female,38,1985,ns/nc,2,ns/nc,travel rarely,6,yes,full time,5,7,7,0,0,0,sin asignar,1,laboratory technician,No,3,87.0,1495.0,26176.0,3306.0,19,1,3,4,3,4,3
1422,0,Yes,male,32,1991,single,4,Life Sciences,travel rarely,3,yes,full time,2,1,1,1,0,0,sin asignar,1,laboratory technician,No,3,95.0,1259.0,24852.0,1393.0,12,0,3,4,2,1,3
1423,1697,No,male,60,1963,divorced,4,ns/nc,non travel,1,no,full time,2,3,19,1,0,0,sin asignar,3,healthcare representative,No,4,92.0,0.0,20467.0,10883.0,20,1,1,3,4,3,4
1424,1714,Yes,male,24,1999,married,1,ns/nc,non travel,35,yes,full time,2,1,1,1,0,0,sin asignar,1,human resources,No,3,58.0,240.0,11585.0,4859.0,11,1,1,4,3,3,3
1425,1724,No,female,40,1983,ns/nc,2,Life Sciences,travel rarely,12,yes,part time,3,2,18,1,0,0,sin asignar,2,manufacturing director,Yes,3,92.0,369.0,5041.0,4859.0,16,1,3,2,1,2,3
1426,0,No,male,30,1993,married,1,ns/nc,travel rarely,33,yes,part time,2,1,10,10,0,8,sin asignar,1,research scientist,No,3,33.0,793.0,3811.0,2862.0,12,1,3,2,4,2,2
1427,1731,No,male,47,1976,ns/nc,4,Marketing,non travel,3,yes,full time,3,7,4,1,0,0,sin asignar,2,sales executive,No,3,87.0,543.0,3536.0,4859.0,11,1,3,3,2,4,1
1428,0,Yes,male,32,1991,single,2,ns/nc,travel rarely,1,no,part time,2,6,10,0,0,0,sales,2,sales executive,No,3,0.0,964.0,12147.0,6735.0,15,0,1,1,2,2,3
1429,1744,No,female,45,1978,married,3,Life Sciences,travel rarely,65,yes,full time,2,4,9,5,0,3,sin asignar,3,human resources,No,4,56.0,176.0,6595.0,9756.0,21,2,1,4,3,3,4
